Date,State,Disease,Disease_Count
21-09-2019,Telangana,SCALING DISORDERS OF SKIN,4
21-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,2
21-09-2019,Telangana,other,2
21-09-2019,Telangana,DIFFICULTY PASSING URINE,2
21-09-2019,Telangana,sexual problem,2
21-09-2019,Telangana,other problem,1
21-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
21-09-2019,Telangana,addiction problem,1
21-09-2019,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
21-09-2019,Telangana,Unexplained weight gain,1
21-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,1
21-09-2019,Telangana,Sexual prblm,1
21-09-2019,Telangana,SORE THROAT,1
21-09-2019,Telangana,SCROTAL PAIN,1
21-09-2019,Telangana,PAIN IN THE WRISTS OR HANDS,1
21-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,1
21-09-2019,Telangana,NECK PAIN,1
21-09-2019,Telangana,NAUSEA OR VOMITING,1
21-09-2019,Telangana,Ear Pain or Pressure,1
21-09-2019,Telangana,ncturnal emissions,1
21-09-2019,Telangana,other,1
21-09-2019,Telangana,nocturnal emissions,1
21-09-2019,Telangana,Drowsiness,1
21-09-2019,Telangana,DIZZINESS,1
21-09-2019,Telangana,DIARRHEA IN CHILDREN,1
21-09-2019,Telangana,COUGHING IN CHILDREN,1
22-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,23
22-09-2019,Telangana,DIARRHEA,5
22-09-2019,Telangana,Fever,4
22-09-2019,Telangana,SCALING DISORDERS OF SKIN,4
22-09-2019,Telangana,continuous abdominal pain/upset Problems,4
22-09-2019,Telangana,Belching/ Growling Stomach/ Gas,3
22-09-2019,Telangana,HAIR LOSS,3
22-09-2019,Telangana,other,2
22-09-2019,Telangana,Knee Pain,2
22-09-2019,Telangana,post marital,2
22-09-2019,Telangana,DIZZINESS,2
22-09-2019,Telangana,Belching,1
22-09-2019,Telangana,Eye pain or problem with eyelid,1
22-09-2019,Telangana,Discharge from the eye,1
22-09-2019,Telangana,Chronic headache,1
22-09-2019,Telangana,NECK PAIN,1
22-09-2019,Telangana,sexual problem,1
22-09-2019,Telangana,post m,1
22-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,1
22-09-2019,Telangana,night fall,1
22-09-2019,Telangana,continuous abdominal Problem,1
22-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,1
22-09-2019,Telangana,SORE THROAT,1
22-09-2019,Telangana,Rash,1
23-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,32
23-09-2019,Telangana,Fever,14
23-09-2019,Telangana,Belching/ Growling Stomach/ Gas,13
23-09-2019,Telangana,Sexual prblm,8
23-09-2019,Telangana,Rash,8
23-09-2019,Telangana,continuous abdominal cramp Problems,6
23-09-2019,Telangana,BACK PAIN,6
23-09-2019,Telangana,HAIR LOSS,5
23-09-2019,Telangana,FEVER IN CHILDREN,5
23-09-2019,Telangana,Tooth Pain,5
23-09-2019,Telangana,CONSTIPATION,5
23-09-2019,Telangana,continuous abdominal pain/upset Problems,4
23-09-2019,Telangana,Chronic headache,4
23-09-2019,Telangana,DIARRHEA,4
23-09-2019,Telangana,Cough,4
23-09-2019,Telangana,SCALING DISORDERS OF SKIN,4
23-09-2019,Telangana,COUGHING IN CHILDREN,3
23-09-2019,Telangana,Ear Pain In Children,3
23-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,3
23-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,3
23-09-2019,Telangana,DIZZINESS,3
23-09-2019,Telangana,NAUSEA OR VOMITING,2
23-09-2019,Telangana,RECURRING ABDOMINAL PAIN,2
23-09-2019,Telangana,VOMITING IN INFANTS,2
23-09-2019,Telangana,Eye pain or problem with eyelid,2
23-09-2019,Telangana,Chest pain,1
23-09-2019,Telangana,BEDWETTING AND TOILET TRAINING,1
23-09-2019,Telangana,continuous stomach pain/upset Problems,1
23-09-2019,Telangana,sexual problem,1
23-09-2019,Telangana,sexual prblm,1
23-09-2019,Telangana,other,1
23-09-2019,Telangana,lack of concentration,1
23-09-2019,Telangana,continuous abdominal Problem,1
23-09-2019,Telangana,alcohol intoxication,1
23-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,1
23-09-2019,Telangana,RASH IN INFANTS AND CHILDREN,1
23-09-2019,Telangana,PAINFUL MENSTRUAL CRAMPS,1
23-09-2019,Telangana,PAIN IN THE WRISTS OR HANDS,1
23-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,1
23-09-2019,Telangana,Nail Problems,1
23-09-2019,Telangana,Ear Pain or Pressure,1
23-09-2019,Telangana,Continuous Stomach pain,1
23-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
23-09-2019,Telangana,SORE THROAT,1
24-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,43
24-09-2019,Telangana,Fever,24
24-09-2019,Telangana,Rash,23
24-09-2019,Telangana,Chronic headache,13
24-09-2019,Telangana,BACK PAIN,11
24-09-2019,Telangana,SCALING DISORDERS OF SKIN,10
24-09-2019,Telangana,Cough,10
24-09-2019,Telangana,Tooth Pain,7
24-09-2019,Telangana,continuous abdominal pain/upset Problems,7
24-09-2019,Telangana,FEVER IN CHILDREN,6
24-09-2019,Telangana,DIARRHEA,5
24-09-2019,Telangana,HAIR LOSS,5
24-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,5
24-09-2019,Telangana,continuous abdominal cramp Problems,5
24-09-2019,Telangana,CONSTIPATION,5
24-09-2019,Telangana,Belching/ Growling Stomach/ Gas,5
24-09-2019,Telangana,DIARRHEA IN CHILDREN,4
24-09-2019,Telangana,Ear Pain or Pressure,4
24-09-2019,Telangana,sexual problem,4
24-09-2019,Telangana,SORE THROAT,4
24-09-2019,Telangana,sexual .problem,3
24-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,3
24-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,3
24-09-2019,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,3
24-09-2019,Telangana,Eye pain or problem with eyelid,3
24-09-2019,Telangana,RECURRING ABDOMINAL PAIN,2
24-09-2019,Telangana,Sexual prblm,2
24-09-2019,Telangana,addiction problem,2
24-09-2019,Telangana,night fall,2
24-09-2019,Telangana,NAUSEA OR VOMITING,2
24-09-2019,Telangana,NUMBNESS OR TINGLING,2
24-09-2019,Telangana,sexual problem,2
24-09-2019,Telangana,Chest pain,2
24-09-2019,Telangana,DIFFICULTY PASSING URINE,2
24-09-2019,Telangana,DIZZINESS,2
24-09-2019,Telangana,Stomach ache,2
24-09-2019,Telangana,sexual problems,1
24-09-2019,Telangana,other,1
24-09-2019,Telangana,other,1
24-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
24-09-2019,Telangana,VOMITING IN INFANTS,1
24-09-2019,Telangana,Stomach pain,1
24-09-2019,Telangana,Sexual problems,1
24-09-2019,Telangana,SHORTNESS OF BREATH,1
24-09-2019,Telangana,RASH IN INFANTS AND CHILDREN,1
24-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,1
24-09-2019,Telangana,PAIN IN THE WRISTS OR HANDS,1
24-09-2019,Telangana,Nail Problems,1
24-09-2019,Telangana,NECK PAIN,1
24-09-2019,Telangana,Knee Pain,1
24-09-2019,Telangana,cognitive problem,1
24-09-2019,Telangana,continuous abdominal Problem,1
24-09-2019,Telangana,lazy feeling,1
24-09-2019,Telangana,ejaculation,1
24-09-2019,Telangana,Ear Pain In Children,1
24-09-2019,Telangana,HEAVY MENSTRUAL PERIODS,1
24-09-2019,Telangana,FEVER IN INFANTS,1
24-09-2019,Telangana,Drowsiness,1
24-09-2019,Telangana,Addiction prblm,1
24-09-2019,Telangana,DIARRHEA IN INFANTS,1
24-09-2019,Telangana,COUGHING IN INFANTS AND CHILDREN,1
24-09-2019,Telangana,Bleeding after Menopause,1
24-09-2019,Telangana,Belching,1
24-09-2019,Telangana,BLOOD IN THE URINE,1
25-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,48
25-09-2019,Telangana,Fever,29
25-09-2019,Telangana,Rash,14
25-09-2019,Telangana,Belching/ Growling Stomach/ Gas,12
25-09-2019,Telangana,FEVER IN CHILDREN,10
25-09-2019,Telangana,HAIR LOSS,9
25-09-2019,Telangana,Chronic headache,9
25-09-2019,Telangana,sexual problem,7
25-09-2019,Telangana,BACK PAIN,6
25-09-2019,Telangana,Cough,6
25-09-2019,Telangana,CONSTIPATION,6
25-09-2019,Telangana,continuous abdominal pain/upset Problems,5
25-09-2019,Telangana,continuous abdominal cramp Problems,5
25-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,5
25-09-2019,Telangana,Stomach ache,5
25-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,4
25-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,4
25-09-2019,Telangana,RECURRING ABDOMINAL PAIN,4
25-09-2019,Telangana,sexual problem,4
25-09-2019,Telangana,DIARRHEA,3
25-09-2019,Telangana,Chest pain,3
25-09-2019,Telangana,COUGHING IN CHILDREN,3
25-09-2019,Telangana,night fall,3
25-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,3
25-09-2019,Telangana,Eye pain or problem with eyelid,2
25-09-2019,Telangana,Knee Pain,2
25-09-2019,Telangana,Sexual prblm,2
25-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,2
25-09-2019,Telangana,RASH IN INFANTS AND CHILDREN,2
25-09-2019,Telangana,Continuous Stomach pain,1
25-09-2019,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,1
25-09-2019,Telangana,Bleeding after Menopause,1
25-09-2019,Telangana,BLOOD IN THE URINE,1
25-09-2019,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
25-09-2019,Telangana,EAR PAIN IN INFANTS,1
25-09-2019,Telangana,Addiction prblm,1
25-09-2019,Telangana,DIARRHEA IN CHILDREN,1
25-09-2019,Telangana,Ear Pain In Children,1
25-09-2019,Telangana,PAIN IN THE WRISTS OR HANDS,1
25-09-2019,Telangana,NUMBNESS OR TINGLING,1
25-09-2019,Telangana,NECK PAIN,1
25-09-2019,Telangana,Ear Pain or Pressure,1
25-09-2019,Telangana,LOSS OF URINE CONTROL,1
25-09-2019,Telangana,Hearing Loss,1
25-09-2019,Telangana,HEAVY MENSTRUAL PERIODS,1
25-09-2019,Telangana,Emotional prblm,1
25-09-2019,Telangana,Nail Problems,1
25-09-2019,Telangana,Pre mature ejaculation,1
25-09-2019,Telangana,tension,1
25-09-2019,Telangana,premature ejaculation,1
25-09-2019,Telangana,feeling weakness,1
25-09-2019,Telangana,feel scared,1
25-09-2019,Telangana,continuous stomach pain/upset Problems,1
25-09-2019,Telangana,continuous abdominal Problem,1
25-09-2019,Telangana,Unexplained weight gain,1
25-09-2019,Telangana,ULCERS OF SKIN,1
25-09-2019,Telangana,Tooth Pain,1
25-09-2019,Telangana,SHORTNESS OF BREATH IN INFANTS AND CHILDREN,1
25-09-2019,Telangana,SHORTNESS OF BREATH,1
25-09-2019,Telangana,pre mature ejaculation,1
26-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,37
26-09-2019,Telangana,Rash,29
26-09-2019,Telangana,Fever,20
26-09-2019,Telangana,continuous abdominal pain/upset Problems,12
26-09-2019,Telangana,SCALING DISORDERS OF SKIN,12
26-09-2019,Telangana,BACK PAIN,10
26-09-2019,Telangana,Chronic headache,8
26-09-2019,Telangana,Belching/ Growling Stomach/ Gas,8
26-09-2019,Telangana,CONSTIPATION,8
26-09-2019,Telangana,HAIR LOSS,8
26-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,7
26-09-2019,Telangana,Cough,7
26-09-2019,Telangana,DIZZINESS,6
26-09-2019,Telangana,Stomach ache,5
26-09-2019,Telangana,continuous abdominal cramp Problems,5
26-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,5
26-09-2019,Telangana,sexual problem,5
26-09-2019,Telangana,DIARRHEA,4
26-09-2019,Telangana,Tooth Pain,4
26-09-2019,Telangana,Knee Pain,3
26-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,3
26-09-2019,Telangana,PAIN IN THE WRISTS OR HANDS,3
26-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,3
26-09-2019,Telangana,Chest pain,3
26-09-2019,Telangana,RECURRING ABDOMINAL PAIN,2
26-09-2019,Telangana,Sexual prblm,2
26-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,2
26-09-2019,Telangana,NAUSEA OR VOMITING,2
26-09-2019,Telangana,Nail Problems,2
26-09-2019,Telangana,night fall,2
26-09-2019,Telangana,masturbation,2
26-09-2019,Telangana,COUGHING IN CHILDREN,2
26-09-2019,Telangana,DIFFICULTY PASSING URINE,2
26-09-2019,Telangana,FEVER IN CHILDREN,2
26-09-2019,Telangana,Cognitive prblm,1
26-09-2019,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,1
26-09-2019,Telangana,Belching,1
26-09-2019,Telangana,Ear Pain In Children,1
26-09-2019,Telangana,NUMBNESS OR TINGLING,1
26-09-2019,Telangana,NECK PAIN,1
26-09-2019,Telangana,Mastrubation,1
26-09-2019,Telangana,Ear Pain or Pressure,1
26-09-2019,Telangana,HEAVY MENSTRUAL PERIODS,1
26-09-2019,Telangana,FEVER IN INFANTS,1
26-09-2019,Telangana,Eye pain or problem with eyelid,1
26-09-2019,Telangana,post marital,1
26-09-2019,Telangana,premature ejaculation,1
26-09-2019,Telangana,memorizing/ forgetting,1
26-09-2019,Telangana,sexual .problen,1
26-09-2019,Telangana,sexual problem,1
26-09-2019,Telangana,sexual problems,1
26-09-2019,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
26-09-2019,Telangana,continuous abdominal_stomach cramp Problems,1
26-09-2019,Telangana,confused regarded  contraceptive,1
26-09-2019,Telangana,alcohol problem,1
26-09-2019,Telangana,Vision Loss or Impairment,1
26-09-2019,Telangana,VOMITING IN INFANTS,1
26-09-2019,Telangana,SORE THROAT,1
26-09-2019,Telangana,SHOULDER PAIN,1
26-09-2019,Telangana,SHORTNESS OF BREATH,1
26-09-2019,Telangana,SCROTAL PAIN,1
26-09-2019,Telangana,PAINFUL MENSTRUAL CRAMPS,1
26-09-2019,Telangana,difficulty in concentrating,1
26-09-2019,Telangana,memorizing  problem,1
26-09-2019,Telangana,insomnia,1
27-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,41
27-09-2019,Telangana,Rash,23
27-09-2019,Telangana,Fever,23
27-09-2019,Telangana,continuous abdominal pain/upset Problems,12
27-09-2019,Telangana,BACK PAIN,11
27-09-2019,Telangana,Chronic headache,10
27-09-2019,Telangana,HAIR LOSS,10
27-09-2019,Telangana,Belching/ Growling Stomach/ Gas,9
27-09-2019,Telangana,sexual problem,8
27-09-2019,Telangana,Chest pain,8
27-09-2019,Telangana,SCALING DISORDERS OF SKIN,8
27-09-2019,Telangana,CONSTIPATION,7
27-09-2019,Telangana,Cough,7
27-09-2019,Telangana,sexual problems,4
27-09-2019,Telangana,DIARRHEA,4
27-09-2019,Telangana,DIZZINESS,4
27-09-2019,Telangana,Discharge from the eye,4
27-09-2019,Telangana,SORE THROAT,3
27-09-2019,Telangana,Sexual prblm,3
27-09-2019,Telangana,RECURRING ABDOMINAL PAIN,3
27-09-2019,Telangana,DIFFICULTY PASSING URINE,3
27-09-2019,Telangana,HEAVY MENSTRUAL PERIODS,3
27-09-2019,Telangana,FEVER IN CHILDREN,3
27-09-2019,Telangana,Stomach ache,3
27-09-2019,Telangana,DIARRHEA IN CHILDREN,2
27-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,2
27-09-2019,Telangana,NECK PAIN,2
27-09-2019,Telangana,night fall,2
27-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,2
27-09-2019,Telangana,Unexplained weight gain,2
27-09-2019,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,2
27-09-2019,Telangana,continuous abdominal cramp Problems,2
27-09-2019,Telangana,PAIN IN THE WRISTS OR HANDS,1
27-09-2019,Telangana,Tooth Pain,1
27-09-2019,Telangana,SHORTNESS OF BREATH,1
27-09-2019,Telangana,SExual  prblm,1
27-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,1
27-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,1
27-09-2019,Telangana,NUMBNESS OR TINGLING,1
27-09-2019,Telangana,Knee Pain,1
27-09-2019,Telangana,Drowsiness,1
27-09-2019,Telangana,Continuous Stomach pain,1
27-09-2019,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
27-09-2019,Telangana,ULCERS OF SKIN,1
27-09-2019,Telangana,feeling dizziness,1
27-09-2019,Telangana,ejaculation problem,1
27-09-2019,Telangana,continuous abdominal/stomach cramp Problems,1
27-09-2019,Telangana,addiction problem,1
27-09-2019,Telangana,"VAGINAL SORES, LUMPS OR PAIN",1
28-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,43
28-09-2019,Telangana,Rash,28
28-09-2019,Telangana,Fever,20
28-09-2019,Telangana,HAIR LOSS,15
28-09-2019,Telangana,Belching/ Growling Stomach/ Gas,13
28-09-2019,Telangana,Cough,8
28-09-2019,Telangana,BACK PAIN,7
28-09-2019,Telangana,CONSTIPATION,7
28-09-2019,Telangana,continuous abdominal pain/upset Problems,7
28-09-2019,Telangana,Stomach ache,5
28-09-2019,Telangana,CONSTIPATION IN INFANTS AND CHILDREN,5
28-09-2019,Telangana,Chronic headache,4
28-09-2019,Telangana,sexual problem,4
28-09-2019,Telangana,Sexual prblm,4
28-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,4
28-09-2019,Telangana,continuous abdominal cramp Problems,3
28-09-2019,Telangana,RECURRING ABDOMINAL PAIN,3
28-09-2019,Telangana,SCALING DISORDERS OF SKIN,3
28-09-2019,Telangana,Eye pain or problem with eyelid,3
28-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,3
28-09-2019,Telangana,FEVER IN INFANTS,2
28-09-2019,Telangana,continuous abdominal Problem,2
28-09-2019,Telangana,NUMBNESS OR TINGLING,2
28-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,2
28-09-2019,Telangana,Tooth Pain,2
28-09-2019,Telangana,Chest pain,2
28-09-2019,Telangana,night fall,1
28-09-2019,Telangana,relationship,1
28-09-2019,Telangana,premature ejaculation,1
28-09-2019,Telangana,premature ejac,1
28-09-2019,Telangana,pain,1
28-09-2019,Telangana,others,1
28-09-2019,Telangana,other sexual problem,1
28-09-2019,Telangana,anxiety disorders,1
28-09-2019,Telangana,sexual problems,1
28-09-2019,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,1
28-09-2019,Telangana,Sexual problems,1
28-09-2019,Telangana,Ear Pain In Children,1
28-09-2019,Telangana,Discharge from the eye,1
28-09-2019,Telangana,DIZZINESS,1
28-09-2019,Telangana,DIFFICULTY PASSING URINE,1
28-09-2019,Telangana,DIARRHEA,1
28-09-2019,Telangana,Sexual problem,1
28-09-2019,Telangana,SHORTNESS OF BREATH,1
28-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,1
28-09-2019,Telangana,NAUSEA OR VOMITING,1
28-09-2019,Telangana,Knee Pain,1
28-09-2019,Telangana,HEAVY MENSTRUAL PERIODS,1
28-09-2019,Telangana,FEVER IN CHILDREN,1
28-09-2019,Telangana,Ear Pain or Pressure,1
28-09-2019,Telangana,Bleeding after Menopause,1
28-09-2019,Telangana,BLEEDING BETWEEN MENSTRUAL PERIODS,1
28-09-2019,Telangana,Breast Lump,1
28-09-2019,Telangana,Breast Pain,1
29-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,39
29-09-2019,Telangana,Fever,21
29-09-2019,Telangana,Rash,15
29-09-2019,Telangana,HAIR LOSS,14
29-09-2019,Telangana,continuous abdominal pain/upset Problems,8
29-09-2019,Telangana,Cough,7
29-09-2019,Telangana,Tooth Pain,6
29-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,6
29-09-2019,Telangana,continuous abdominal cramp Problems,5
29-09-2019,Telangana,FEVER IN CHILDREN,5
29-09-2019,Telangana,Belching/ Growling Stomach/ Gas,5
29-09-2019,Telangana,CONSTIPATION,5
29-09-2019,Telangana,sexual problem,4
29-09-2019,Telangana,Knee Pain,4
29-09-2019,Telangana,RECURRING ABDOMINAL PAIN,4
29-09-2019,Telangana,SCALING DISORDERS OF SKIN,4
29-09-2019,Telangana,NAUSEA OR VOMITING,4
29-09-2019,Telangana,Chest pain,4
29-09-2019,Telangana,Chronic headache,4
29-09-2019,Telangana,DIZZINESS,3
29-09-2019,Telangana,BACK PAIN,3
29-09-2019,Telangana,sexual problem,3
29-09-2019,Telangana,DIARRHEA,2
29-09-2019,Telangana,Breast Pain,2
29-09-2019,Telangana,night fall,2
29-09-2019,Telangana,other,2
29-09-2019,Telangana,other problem,2
29-09-2019,Telangana,Unexplained weight gain,2
29-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,2
29-09-2019,Telangana,Eye pain or problem with eyelid,2
29-09-2019,Telangana,NECK PAIN,2
29-09-2019,Telangana,NUMBNESS OR TINGLING,2
29-09-2019,Telangana,Night fall,2
29-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,2
29-09-2019,Telangana,SORE THROAT,2
29-09-2019,Telangana,COUGHING IN INFANTS AND CHILDREN,1
29-09-2019,Telangana,Discharge from the eye,1
29-09-2019,Telangana,SHORTNESS OF BREATH,1
29-09-2019,Telangana,cognitive problem,1
29-09-2019,Telangana,alcohol problem,1
29-09-2019,Telangana,VOMITING IN INFANTS,1
29-09-2019,Telangana,ULCERS OF SKIN,1
29-09-2019,Telangana,SHOULDER PAIN,1
29-09-2019,Telangana,SHORTNESS OF BREATH IN INFANTS AND CHILDREN,1
29-09-2019,Telangana,SEXUAL FUNCTION,1
29-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,1
29-09-2019,Telangana,RINGING IN THE EARS,1
29-09-2019,Telangana,RASH IN INFANTS AND CHILDREN,1
29-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,1
29-09-2019,Telangana,HEAVY MENSTRUAL PERIODS,1
29-09-2019,Telangana,FEVER IN INFANTS,1
29-09-2019,Telangana,Ear Pain or Pressure,1
29-09-2019,Telangana,Stomach ache,1
29-09-2019,Telangana,COUGHING IN CHILDREN,1
29-09-2019,Telangana,Breast Lump,1
29-09-2019,Telangana,BLOOD IN THE URINE,1
29-09-2019,Telangana,ejaculation,1
29-09-2019,Telangana,tension problem,1
29-09-2019,Telangana,sexual problems,1
29-09-2019,Telangana,sexual probem,1
29-09-2019,Telangana,sex problems,1
29-09-2019,Telangana,premature ejaculation,1
29-09-2019,Telangana,premature e,1
29-09-2019,Telangana,penis size small,1
29-09-2019,Telangana,nocturnal problem,1
29-09-2019,Telangana,mood disorder,1
29-09-2019,Telangana,lack of concentration,1
30-09-2019,Telangana,G.28. SWELLINGS LUMPS BUMPS ON OR UNDER SKIN,47
30-09-2019,Telangana,Fever,26
30-09-2019,Telangana,HAIR LOSS,15
30-09-2019,Telangana,Chronic headache,11
30-09-2019,Telangana,continuous abdominal pain/upset Problems,8
30-09-2019,Telangana,Rash,7
30-09-2019,Telangana,Cough,7
30-09-2019,Telangana,SCALING DISORDERS OF SKIN,6
30-09-2019,Telangana,night fall,6
30-09-2019,Telangana,DIARRHEA,6
30-09-2019,Telangana,DIZZINESS,5
30-09-2019,Telangana,Belching/ Growling Stomach/ Gas,5
30-09-2019,Telangana,CONSTIPATION,5
30-09-2019,Telangana,BACK PAIN,5
30-09-2019,Telangana,SEVERE OR SUDDEN ABDOMINAL PAIN,4
30-09-2019,Telangana,Tooth Pain,4
30-09-2019,Telangana,NAUSEA OR VOMITING,4
30-09-2019,Telangana,FEVER IN CHILDREN,4
30-09-2019,Telangana,VAGINAL DISCHARGE ITCHING OR IRRITATION,4
30-09-2019,Telangana,continuous abdominal cramp Problems,4
30-09-2019,Telangana,sexual problems,4
30-09-2019,Telangana,PAIN IN THE ANKLES OR FEET,3
30-09-2019,Telangana,PAINFUL OR FREQUENT URINATION,3
30-09-2019,Telangana,SORE THROAT,3
30-09-2019,Telangana,UNEXPLAINED WEIGHT LOSS,3
30-09-2019,Telangana,post marital,3
30-09-2019,Telangana,Stomach ache,3
30-09-2019,Telangana,Chest pain,3
30-09-2019,Telangana,Eye pain or problem with eyelid,2
30-09-2019,Telangana,premature ejaculation,2
30-09-2019,Telangana,post marital,2
30-09-2019,Telangana,other,2
30-09-2019,Telangana,Knee Pain,2
30-09-2019,Telangana,MISSED OR IRREGULAR PERIODS,2
30-09-2019,Telangana,Nail Problems,2
30-09-2019,Telangana,Sexual prblm,2
30-09-2019,Telangana,FEVER IN INFANTS,1
30-09-2019,Telangana,PAINFUL MENSTRUAL CRAMPS,1
30-09-2019,Telangana,LOSS OF URINE CONTROL,1
30-09-2019,Telangana,Ear Pain or Pressure,1
